treatment,inoculum,Plant,Sample Id,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm),ProjArea(cm2),ProjAreaTen(cm2)/RatioLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),FractalDimension,FractalDeviation,Tips,Forks,Crossings,NofLinks,NLinksIL,NLinksEE,NLinksEEL,NLinksEI,NLinksII,LengthLinksIL,LengthLinksEE,LengthLinksEEL,LengthLinksEI,LengthLinksII,Altitude,ExternalPathLength,LinkAvgLength(cm),LinkAvgProjArea(cm2),LinkAvgSurfArea(cm2),LinkAvgDiam(mm),LinkAvgBrAngle(deg),NofNodules,LeafArea,...53,NAxis,Main NAxis,Main TotLength,Lateral NAxis,Lateral TotLength,Tertiary NAxis,Tertiary TotLength,NSeedlings/Seedling#,NumberOfClasses,ClassBoundaries,LenTotHistoClasses,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,SATotHistoClasses,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,PATotHistoClasses,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,VolTotHistoClasses,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000,GrpName...118,Background,GrpName...120,Root,GrpName...122,NotUsed
T,NI,13,NI_T13,Davide,1714838081,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,3008.1671,0,89.7878,0,282.0766,0,0.2985,0,501361.184,0,2.105,0,0,11025,19757,4119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3007.2767,2735.383,196.4289,36.3143,12.8238,4.2399,4.74,1.5019,0.7015,0.2671,14.8763,253.22,147.5914,41.0007,13.7097,7.0375,3.0533,3.9766,1.5633,0.849,0.3494,34.0891,80.6024,46.9798,13.0509,4.3639,2.2401,0.9719,1.2658,0.4976,0.2702,0.1112,10.8509,9.3439,0.8627,0.7065,0.4179,0.3095,0.1757,0.2661,0.1297,0.0818,0.0364,6.3575,10954,64,3,1,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA
T,NI,14,NI_T14,Davide,1714840078,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-145,Smooth Off Area Off LWRatio Off,Off,0.006,915.2623,0,35.1031,0,110.2795,0,0.3835,0,152543.717,0,1.057,0,0,2679,5186,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,914.7204,784.3465,97.0664,13.4909,2.138,1.2501,0.5495,0.8408,1.9694,4.4283,8.6403,99.8131,48.811,20.7235,4.9282,1.1082,0.8702,0.5045,0.8094,2.2736,5.823,13.9616,31.7715,15.537,6.5965,1.5687,0.3528,0.277,0.1606,0.2576,0.7237,1.8535,4.4441,3.6457,0.3195,0.3652,0.1451,0.0459,0.0485,0.0368,0.0619,0.209,0.61,1.8038,2649,23,3,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA
T,NI,15,NI_T15,Davide,1714840970,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-142,Smooth Off Area Off LWRatio Off,Off,0.006,1837.3774,0,61.3102,0,192.6118,0,0.3337,0,306229.5678,0,1.607,0,0,8417,9384,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1836.7651,1677.0627,110.8103,16.1854,6.2458,4.1103,0.9589,1.8097,0.7402,0.0848,18.757,172.5922,95.2759,22.3448,6.2024,3.3203,2.7842,0.8262,1.778,0.8782,0.1081,39.0741,54.9378,30.3272,7.1126,1.9743,1.0569,0.8862,0.263,0.566,0.2795,0.0344,12.4377,8.3337,0.5895,0.3721,0.1925,0.1413,0.1504,0.0568,0.1392,0.083,0.011,6.598,8370,38,4,1,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA
T,NI,16,NI_T16,Davide,1714841502,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,1201.543,0,49.4613,0,155.3874,0,0.4116,0,200257.1727,0,1.599,0,0,4069,8007,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1200.9952,1004.5866,143.2561,26.9997,4.3172,0.69,0.6797,4.8292,4.0253,1.615,9.9963,138.5704,65.7494,30.3011,10.0447,2.26,0.4693,0.562,4.9167,4.7193,2.157,17.3908,44.1083,20.9287,9.6452,3.1973,0.7194,0.1494,0.1789,1.565,1.5022,0.6866,5.5357,4.9336,0.4444,0.5291,0.3012,0.0949,0.0255,0.0371,0.399,0.4409,0.2296,2.4321,4028,37,3,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
T,NI,17,NI_T17,Davide,1714842336,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,810.924,0,27.9244,0,87.7272,0,0.3444,0,135154.0006,0,0.755,0,0,4727,4604,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,810.5621,745.9125,39.9593,6.2876,4.903,1.3806,0.3555,0.2386,2.5341,0.198,8.7929,75.2164,40.5935,8.1364,2.4713,2.6646,0.967,0.313,0.2415,2.9937,0.2658,16.5695,23.9421,12.9213,2.5899,0.7866,0.8482,0.3078,0.0996,0.0769,0.9529,0.0846,5.2742000000000004,3.7817,0.2373,0.1362,0.0781,0.1161,0.0541,0.022,0.0195,0.2819,0.0285,2.8082,4692,34,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
T,NI,18,NI_T18,Davide,1714843357,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,954.7692,0,37.7614,0,118.631,0,0.3955,0,159128.2046,0,1.173,0,0,2946,6554,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,954.171,826.4375,89.4848,11.7447,2.9606,3.3351,2.9523,1.1407,3.1589,1.7877,11.1688,107.3355,49.2174,19.0007,4.3625,1.5847,2.353,2.6128,1.2026,3.6823,2.4003,20.9192,34.1659,15.6664,6.0481,1.3886,0.5044,0.749,0.8317,0.3828,1.1721,0.764,6.6588,5.0963,0.3083,0.3334,0.1305,0.068,0.1328,0.1844,0.101,0.3419,0.2567,3.2393,2916,24,2,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA
T,NI,19,NI_T19,Davide,1714843876,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,1096.0052,0,46.7832,0,146.9737,0,0.4269,0,182667.5301,0,1.568,0,0,3269,6276,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1095.7214,890.1116,154.6948,14.3771,7.2233,10.2348,5.2451,1.6469,0.6944,2.4461,9.0472,131.9882,56.9541,31.8642,5.2526,4.0119,7.336,4.4183,1.7007,0.8474,3.2596,16.3434,42.0131,18.129,10.1427,1.6719,1.277,2.3351,1.4064,0.5414,0.2697,1.0376,5.2023,4.9119,0.3852,0.54,0.1545,0.1782,0.4202,0.2969,0.1401,0.0823,0.346,2.3685,3225,31,6,4,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA
T,NI,20,NI_T20,Davide,1714844339,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,871.1567,0,38.6011,0,121.269,0,0.4431,0,145192.7915,0,1.343,0,0,2340,4573,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,870.6994,713.6172,118.6016,14.2307,4.3098,2.5853,1.1988,0.5264,1.1154,3.8507,10.6635,108.3066,48.9413,24.6306,5.3225,2.3348,1.7682,1.0356,0.5192,1.3088,5.2164,17.2292,34.4751,15.5785,7.8402,1.6942,0.7432,0.5629,0.3296,0.1653,0.4166,1.6604,5.4842,4.1517,0.3427,0.4218,0.1602,0.1012,0.0967,0.0713,0.0408,0.1222,0.5627,2.232,2301,35,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
T,NI,21,NI_T21,Davide,1714844874,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,862.6008,0,48.8848,0,153.5762,0,0.5667,0,143766.803,0,2.176,0,0,1818,4825,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,862.2123,694.1198,113.4525,20.7209,5.6181,4.3958,1.4845,1.3932,3.1374,0,17.8901,139.8315,51.1456,23.8989,7.7739,3.0806,3.0756,1.265,1.4852,3.7106,0,44.3961,44.5097,16.2801,7.6073,2.4745,0.9806,0.979,0.4027,0.4728,1.1811,0,14.1317,10.9184,0.3804,0.4165,0.2346,0.1358,0.1721,0.0859,0.1261,0.3496,0,9.0174,1791,23,1,2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
T,NI,22,NI_T22,Davide,1714845544,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,2496.3273,0,74.4493,0,233.8895,0,0.2982,0,416054.5552,0,1.744,0,0,12470,20212,3918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2495.3951,2303.7514,136.0048,13.1337,4.6488,2.5979,1.1582,8.3222,5.0133,4.5501,16.2147,207.8702,121.5766,27.4845,4.9542,2.4762,1.7922,1.0187,8.3941,5.9126,6.0961,28.165,66.1671,38.699,8.7486,1.577,0.7882,0.5705,0.3242,2.6719,1.882,1.9405,8.9652,7.4174,0.7181,0.4566,0.151,0.1057,0.0989,0.0715,0.6752,0.5556,0.6508,3.9341,12396,63,5,1,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA
T,NI,23,NI_T23,Davide,1714846152,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-145,Smooth Off Area Off LWRatio Off,Off,0.006,1125.6331,0,44.1563,0,138.721,0,0.3923,0,187605.5218,0,1.36,0,0,4166,8015,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1124.9318,988.651,96.3842,13.1126,4.7092,1.4882,0.5423,0.3375,0.6918,2.4721,16.5429,123.5961,60.0119,20.0014,4.8581,2.5483,1.0163,0.4487,0.3467,0.8648,3.2834,30.2166,39.3419,19.1024,6.3666,1.5464,0.8111,0.3235,0.1428,0.1104,0.2753,1.0451,9.6182,5.9633,0.3886,0.3429,0.1452,0.1105,0.0554,0.0295,0.0284,0.086,0.3474,4.4293,4118,41,5,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
T,NI,24,NI_T24,Davide,1714846891,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,1047.2724,0,41.7836,0,131.2671,0,0.399,0,174545.4048,0,1.309,0,0,4045,6926,1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1046.7923,896.3066,97.5535,15.2343,11.5244,2.7795,3.7109,1.8764,1.9935,1.3768,14.4365,118.4916,50.3774,20.3487,5.7322,6.0151,2.0023,3.207,1.8241,2.377,1.8381,24.7698,37.7171,16.0356,6.4772,1.8246,1.9147,0.6374,1.0208,0.5806,0.7566,0.5851,7.8845,5.4201,0.3067,0.3504,0.1743,0.2512,0.1152,0.2212,0.1411,0.2258,0.1953,3.439,4010,25,5,2,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA
T,NI,25,NI_T25,Davide,1714847464,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,1512.3025,0,59.1345,0,185.7766,0,0.391,0,252050.4143,0,1.816,0,0,3696,9571,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1511.978,1303.8742,151.403,24.5918,10.6529,4.3259,1.4617,0.2345,0.2899,0.8121,14.332,170.3472,84.4771,31.3509,9.3206,5.7539,2.9854,1.275,0.2312,0.3479,1.0598,33.5453,54.2232,26.8899,9.9793,2.9668,1.8315,0.9503,0.4059,0.0736,0.1107,0.3374,10.6778,8.5083,0.5685,0.5356,0.2851,0.2493,0.1646,0.0887,0.0182,0.0332,0.1101,6.455,3661,26,1,2,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA
NT,PC,1,PC_NT1,Davide,1728043298,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,3743.0511,0,115.3331,0,362.3296,0,0.3081,0,623841.8425,0,2.791,0,0,19280,23309,4331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3741.6219,3365.8585,281.7176,56.9629,11.8403,3.6166,2.2932,1.599,1.2467,0.1428,16.3443,333.2322,184.841,60.3316,21.0782,6.3422,2.5408,2.0283,1.6269,1.4162,0.1981,52.8291,106.0711,58.8367,19.2041,6.7094,2.0188,0.8088,0.6456,0.5179,0.4508,0.0631,16.816,17.4711,1.1331,1.0703,0.628,0.2723,0.1426,0.143,0.1319,0.128,0.0219,13.7998,19199,65,10,2,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA
NT,PC,2,PC_NT2,Davide,1728044385,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,2800.9595,0,87.8508,0,275.9916,0,0.3136,0,466826.5883,0,2.164,0,0,14295,14618,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2799.8639,2554.7039,193.2551,21.1427,5.7744,3.2125,2.4784,1.8688,0.2217,0.1426,17.0639,249.737,151.5183,39.6021,7.9577,2.9999,2.2712,2.1113,1.8956,0.2443,0.1875,40.949,79.4938,48.2298,12.6057,2.533,0.9549,0.723,0.6721,0.6034,0.0778,0.0597,13.0345,10.5197,0.9759,0.6697,0.2416,0.1247,0.1283,0.1435,0.1533,0.0214,0.0196,8.0417,14233,52,7,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA
NT,PC,3,PC_NT3,Davide,1728052164,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2913.1168,0,101.5588,0,319.0565,0,0.3486,0,485519.4706,0,2.781,0,0,12406,13127,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2911.9389,2574.1527,227.7728,60.2631,16.063,9.6256,7.4099,2.4981,1.6731,0.8361,11.6446,286.72,151.6636,48.3624,22.9395,8.603,6.8145,6.3791,2.5435,2.0112,1.154,36.2491,91.2658,48.276,15.3942,7.3019,2.7384,2.1691,2.0305,0.8096,0.6402,0.3673,11.5384,13.5334,0.9362,0.8493,0.7041,0.3689,0.3857,0.4382,0.2064,0.1927,0.1268,9.3251,12235,150,15,3,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA
NT,PC,4,PC_NT4,Davide,1728053374,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2322.9519,0,73.8353,0,231.9604,0,0.3179,0,387158.6577,0,1.843,0,0,14181,10285,1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2322.2849,2079.316,202.1822,17.7222,5.2336,2.2445,2.2751,0.7853,0.2271,0.7056,11.5932,208.1518,122.5939,41.8248,6.5924,2.8866,1.5501,1.9689,0.8096,0.2492,0.9238,28.7525,66.2568,39.0229,13.3132,2.0984,0.9188,0.4934,0.6267,0.2577,0.0793,0.2941,9.1522,7.9825,0.7765,0.7114,0.1977,0.1277,0.0856,0.1361,0.0667,0.0216,0.0963,5.7631,14071,101,7,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
NT,PC,5,PC_NT5,Davide,1728054637,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2440.6605,0,84.014,0,263.9378,0,0.3442,0,406776.7474,0,2.271,0,0,9853,12836,2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2439.9227,2118.8433,238.7863,46.5263,10.4477,4.0682,1.8037,0.1295,1.2023,2.5665,15.5491,242.4066,120.0201,50.7268,17.5131,5.5738,2.8514,1.5221,0.1197,1.3198,3.4177,39.342,77.1604,38.2036,16.1468,5.5746,1.7742,0.9076,0.4845,0.0381,0.4201,1.0879,12.523,11.2386,0.7573,0.8943,0.5309,0.2385,0.1597,0.1025,0.0087,0.1148,0.3626,8.0693,9790,50,8,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
NT,PC,6,PC_NT6,Davide,1728055467,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,3101.1082,0,93.6172,0,294.1072,0,0.3019,0,516851.3602,0,2.22,0,0,11439,14897,2897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3100.3455,2838.5061,202.4876,27.3452,10.2249,4.805,1.658,1.1689,0.4382,0,13.7116,265.9501,173.0967,41.3009,10.229,5.5873,3.4084,1.4166,1.1938,0.5024,0,29.2151,84.6545,55.0984,13.1465,3.256,1.7785,1.0849,0.4509,0.38,0.1599,0,9.2994,7.8182,1.128,0.697,0.3085,0.2447,0.193,0.0966,0.0972,0.0459,0,5.0074,11387,44,5,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA
NT,PC,7,PC_NT7,Davide,1728056756,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,3095.7533,0,81.7752,0,256.9045,0,0.2642,0,515958.8775,0,1.697,0,0,20857,23615,4746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3094.2363,2859.0284,191.8022,16.5846,1.9819,0.4821,1.1575,0.2889,0.9024,1.2195,20.7886,230.9561,137.6769,39.1337,6.0639,1.0249,0.3168,0.9938,0.2815,1.0829,1.6926,42.6892,73.5156,43.8239,12.4566,1.9302,0.3262,0.1009,0.3163,0.0896,0.3447,0.5388,13.5884,9.3109,0.7695,0.6577,0.1782,0.0424,0.0165,0.0681,0.0219,0.1034,0.187,7.2664,20781,66,7,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA
NT,PC,8,PC_NT8,Davide,1728057787,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,1843.1363,0,70.0995,0,220.2242,0,0.3803,0,307189.3843,0,2.094,0,0,8486,6977,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1842.7429,1616.6716,140.1988,39.2316,16.2693,6.4829,2.3591,2.5121000000000002,0.6883,0.068,18.2614,205.3319,96.1745,29.5735,14.5806,8.8448,4.553,1.9949,2.5628,0.8033,0.0898,46.1548,65.3592,30.6133,9.4135,4.6412,2.8154,1.4493,0.635,0.8157,0.2557,0.0286,14.6915,12.3186,0.6147,0.5167,0.4368,0.3851,0.2555,0.1345,0.2084,0.0747,0.0094,9.6827,8400,64,12,2,0,2,2,1,0,3,NA,NA,NA,NA,NA,NA
