treatment,inoculum,Plant,Sample Id,Operator,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom  NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),LengthTen(cm),ProjArea(cm2),ProjAreaTen(cm2)/RatioLeafToRootArea,SurfArea(cm2),SurfAreaTen(cm2),AvgDiam(mm),AvgDiamTen(mm),LenPerVol(cm/m3),LenPerVolTen(cm/m3),RootVolume(cm3),FractalDimension,FractalDeviation,Tips,Forks,Crossings,NofLinks,NLinksIL,NLinksEE,NLinksEEL,NLinksEI,NLinksII,LengthLinksIL,LengthLinksEE,LengthLinksEEL,LengthLinksEI,LengthLinksII,Altitude,ExternalPathLength,LinkAvgLength(cm),LinkAvgProjArea(cm2),LinkAvgSurfArea(cm2),LinkAvgDiam(mm),LinkAvgBrAngle(deg),NofNodules,LeafArea,...53,NAxis,Main NAxis,Main TotLength,Lateral NAxis,Lateral TotLength,Tertiary NAxis,Tertiary TotLength,NSeedlings/Seedling#,NumberOfClasses,ClassBoundaries,LenTotHistoClasses,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,SATotHistoClasses,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,PATotHistoClasses,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,VolTotHistoClasses,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000,GrpName...118,Background,GrpName...120,Root,GrpName...122,NotUsed
NT,PC,9,PC_NT9,Davide,1728058690,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,2321.6962,0,82.0574,0,257.7908,0,0.3534,0,386949.3602,0,2.278,0,0,11264,12621,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2320.8986,1949.7875,293.5851,51.726,6.297,1.7408,0.4947,1.1544,0.5765,0.8902,14.6464,232.5061,111.5452,61.5042,19.3412,3.3022,1.222,0.4265,1.2164,0.6707,1.1733,32.1044,74.009,35.5059,19.5774,6.1565,1.0511,0.389,0.1357,0.3872,0.2135,0.3735,10.2192,8.6338,0.7267,1.0632,0.5825,0.1386,0.0686,0.0293,0.1021,0.0622,0.1231,5.7375,11188,66,7,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA
NT,PC,10,PC_NT10,Davide,1728059550,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,1528.9751,0,52.4499,0,164.7762,0,0.343,0,254829.1906,0,1.413,0,0,6161,5565,1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1528.707,1395.7072,86.6469,3.6422,2.7601,1.9533,6.3448,1.3477,5.5701,4.5841,20.1507,156.4225,80.7205,16.8972,1.3258,1.4745,1.3654,5.5721,1.3608,6.6363,6.1676,34.9025,49.7908,25.6941,5.3785,0.422,0.4693,0.4346,1.7736,0.4331,2.1124,1.9632,11.1098,7.5892,0.5062,0.2704,0.0387,0.0631,0.0761,0.39,0.1096,0.6301,0.6612,4.8439,6107,39,9,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA
NT,PC,11,PC_NT11,Davide,1728060672,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,1683.3758,0,56.6626,0,178.0108,0,0.3366,0,280562.6375,0,1.498,0,0,9666,7752,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1683.0245,1509.3095,128.844,16.0565,2.1399,1.8256,1.806,4.0195,0.7168,1.6932,16.6135,163.286,84.0114,27.4349,6.0553,1.1329,1.2296,1.6025,3.9932,0.8559,2.218,34.7523,51.9755,26.7416,8.7328,1.9275,0.3606,0.3914,0.5101,1.2711,0.2724,0.706,11.062,7.936,0.5222,0.4833,0.1843,0.0481,0.0662,0.1135,0.3159,0.0813,0.2314,5.8898,9607,51,3,0,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA
NT,PC,12,PC_NT12,Davide,1728061762,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,3588.8986,0,134.0742,0,421.2067,0,0.3736,0,598149.7715,0,3.934,0,0,13749,16585,3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,3587.1141,3097.6307,378.736,57.602,15.4442,9.7792,3.7013,1.6991,1.1988,0.5216,20.8012,383.9254,197.3572,80.7621,21.6187,8.1901,6.9124,3.1667,1.7455,1.405,0.712,62.0557,122.2072,62.8208,25.7074,6.8814,2.607,2.2003,1.008,0.5556,0.4472,0.2266,19.7529,20.2713,1.3205,1.4242,0.6542,0.3483,0.3902,0.2163,0.1429,0.1312,0.0774,15.5661,13645,85,12,2,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
NT,PC,13,PC_NT13,Davide,1733324547,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2342.8005,0,63.2174,0,198.6032,0,0.2698,0,390466.7428,0,1.34,0,0,12509,16484,3495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2341.705,2169.6586,123.4719,23.6064,5.4556,1.7627,0.7189,0.4645,1.7628,1.7197,13.0839,178.038,105.7281,26.8106,8.7585,2.8827,1.2064,0.6048,0.4692,2.1174,2.3118,27.1485,56.6713,33.6543,8.5341,2.7879,0.9176,0.384,0.1925,0.1493,0.674,0.7359,8.6416,6.6236,0.5918,0.4819,0.2622,0.1221,0.0659,0.0406,0.0377,0.2027,0.2477,4.571,12427,72,3,2,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
NT,PC,14,PC_NT14,Davide,1733325356,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,1456.0133,0,49.7474,0,156.2862,0,0.3417,0,242668.8871,0,1.335,0,0,5929,6920,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1455.7437,1326.843,83.2644,10.2068,13.1951,4.6978,2.1354,0.1695,0.0431,0,15.1886,142.8407,75.9551,16.9275,3.8184,7.0415,3.2914,1.8322,0.1732,0.048,0,33.7534,45.4676,24.1773,5.3882,1.2154,2.2414,1.0477,0.5832,0.0551,0.0153,0,10.7441,7.6424,0.4766,0.2842,0.1157,0.3007,0.1841,0.1253,0.0141,0.0043,0,6.1374,5860,53,9,1,3,1,0,0,0,2,NA,NA,NA,NA,NA,NA
NT,PC,15,PC_NT15,Davide,1733325968,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,1280.6365,0,37.6271,0,118.209,0,0.2938,0,213439.4154,0,0.868,0,0,7216,5978,1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1280.5016,1179.2798,65.5436,10.8056,3.1938,0.5123,0.8444,1.3443,3.0075,0.5067,15.4637,106.6892,54.3884,13.5475,4.0162,1.7286,0.3525,0.7324,1.4034,3.5509,0.6954,26.2738,33.9602,17.3124,4.3123,1.2784,0.5502,0.1122,0.2331,0.4467,1.1303,0.2213,8.3632,4.8916,0.2891,0.2313,0.1202,0.0749,0.0193,0.0506,0.1167,0.3342,0.076,3.5791,7160,42,6,4,0,1,0,1,0,2,NA,NA,NA,NA,NA,NA
NT,PC,16,PC_NT16,Davide,1733328668,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,2358.2406,0,72.32,0,227.2001,0,0.3067,0,393040.1015,0,1.742,0,0,14846,12183,2238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2357.3385,2127.8845,162.9117,24.338,15.2394,8.0253,3.7863,0.4071,0.701,0.5962,13.4491,206.046,114.05,34.0863,9.3104,8.1603,5.6365,3.2787,0.4014,0.8688,0.7889,29.4647,65.5865,36.3033,10.85,2.9636,2.5975,1.7941,1.0436,0.1278,0.2765,0.2511,9.3789,7.8818,0.6828,0.5877,0.2871,0.3496,0.3166,0.2263,0.0315,0.0857,0.0832,5.2313,14762,62,11,5,0,1,2,0,1,2,NA,NA,NA,NA,NA,NA
NT,PC,17,PC_NT17,Davide,1733331880,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,2253.1471,0,60.9297,0,191.4164,0,0.2704,0,375524.512,0,1.294,0,0,16146,12474,2363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2252.4179,2125.2694,92.2327,11.6436,1.9359,0.6028,0.1083,0.7749,1.9508,0.8485,17.0509,167.8276,103.8274,18.5267,4.2898,1.0272,0.419,0.0941,0.8397,2.2695,1.1219,35.4123,53.4212,33.0493,5.8972,1.3655,0.327,0.1334,0.03,0.2673,0.7224,0.3571,11.2721,7.4205,0.5834,0.3069,0.1276,0.0436,0.0233,0.0065,0.0724,0.2105,0.1181,5.9282,16047,84,9,0,1,0,1,1,0,3,NA,NA,NA,NA,NA,NA
NT,PC,18,PC_NT18,Davide,1733332803,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2543.1057,0,67.7069,0,212.7075,0,0.2662,0,423850.9502,0,1.416,0,0,13142,11764,2617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2542.0718,2346.6371,140.3659,27.0744,6.1283,2.421,2.7077,0.3596,0.3423,0.9545,15.081,192.7345,117.175,28.9708,10.1301,3.2249,1.7252,2.248,0.3839,0.4094,1.256,27.2111,61.3493,37.298,9.2217,3.2245,1.0265,0.5492,0.7155,0.1222,0.1303,0.3998,8.6616,6.0843,0.6632,0.4938,0.3055,0.136,0.0983,0.149,0.0326,0.039,0.1315,4.0355,13098,39,3,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
NT,PC,19,PC_NT19,Davide,1733333931,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2358.0708,0,70.6228,0,221.868,0,0.2995,0,393011.7918,0,1.661,0,0,18400,13100,2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2357.2914,2160.5819,153.1952,12.0185,2.3896,2.2498,1.4137,2.6005,1.458,4.4293,16.9548,197.5562,110.2105,31.337,4.414,1.2921,1.6455,1.19,2.6584,1.6923,6.0169,37.0995,62.8841,35.0811,9.9749,1.405,0.4113,0.5238,0.3788,0.8462,0.5387,1.9152,11.8091,9.4395,0.6571,0.5279,0.1307,0.056,0.096,0.0798,0.2165,0.1565,0.6508,6.8682,18264,120,12,0,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA
NT,PC,20,PC_NT20,Davide,1733334462,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,821.0859,0,25.9378,0,81.4861,0,0.3159,0,136847.6428,0,0.644,0,0,8199,3478,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,820.7205,724.1922,56.3892,7.7933,7.6516,13.3947,8.547,1.9424,0.6738,0.0972,0.0391,74.1296,35.865,11.3568,3.0985,4.1732,9.5449,7.1397,1.9735,0.7954,0.1252,0.0573,23.5962,11.4162,3.615,0.9863,1.3284,3.0382,2.2726,0.6282,0.2532,0.0399,0.0182,1.9563,0.2144,0.1873,0.0992,0.1826,0.543,0.4755,0.1598,0.0748,0.0128,0.0067,8154,39,2,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA
NT,PC,21,PC_NT21,Davide,1733335496,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-138,Smooth Off Area Off LWRatio Off,Off,0.006,4296.9994,0,142.215,0,446.7815,0,0.331,0,716166.5657,0,3.697,0,0,33330,30917,5303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,4294.906,3834.7399,311.4848,46.5172,33.3832,30.5584,7.7346,5.172,2.3024,1.794,21.2194,397.2579,203.4207,65.595,17.8865,18.3592,21.8609,6.4424,5.2489,2.6795,2.432,53.3329,126.4511,64.7508,20.8796,5.6934,5.8439,6.9585,2.0507,1.6708,0.8529,0.7741,16.9764,17.5124,1.2574,1.1392,0.5554,0.8082,1.2497,0.4279,0.4246,0.2485,0.2625,11.1391,33117,179,18,5,5,1,0,0,3,2,NA,NA,NA,NA,NA,NA
NT,PC,22,PC_NT22,Davide,1733336183,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,893.6309,0,40.9623,0,128.6867,0,0.4584,0,148938.4754,0,1.475,0,0,4535,5156,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,893.2823,724.9616,133.2484,15.9646,3.0292,0.5618,1.9421,0.2824,0.2635,0.1437,12.885,117.5534,44.4103,28.1749,5.8898,1.646,0.3809,1.6713,0.2983,0.3104,0.2007,34.5708,37.4184,14.1363,8.9683,1.8748,0.5239,0.1212,0.532,0.0949,0.0988,0.0639,11.0042,8.8204,0.293,0.4905,0.175,0.0716,0.0206,0.1147,0.025,0.0291,0.0223,7.5785,4496,29,6,1,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA
NT,PC,23,PC_NT23,Davide,1733336687,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,1356.8993,0,43.0281,0,135.1769,0,0.3171,0,226149.8896,0,1.072,0,0,9574,6299,1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1356.3024,1234.1178,82.1057,18.04,5.5044,1.1912,0.8951,0,0,0,14.4481,126.9541,61.2258,17.4394,6.6711,2.9464,0.7995,0.7574,0,0,0,37.1146,40.4107,19.4888,5.5511,2.1235,0.9379,0.2545,0.2411,0,0,0,11.8139,8.6263,0.355,0.3063,0.1995,0.1261,0.0428,0.051,0,0,0,7.5455,9515,47,7,2,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA
NT,PC,24,PC_NT24,Davide,1733337249,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,2489.6863,0,71.7261,0,225.3343,0,0.2881,0,414947.7112,0,1.623,0,0,11945,12799,2892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2488.9302,2269.5548,150.3908,24.8358,19.7343,9.3105,1.0665,0.3131,0.2194,0.058,13.447,205.9766,115.807,30.7035,9.4937,11.1091,6.4715,0.9252,0.2958,0.2289,0.0785,30.8633,65.5644,36.8625,9.7732,3.0219,3.5361,2.0599,0.2945,0.0942,0.0729,0.025,9.8241,8.186,0.6745,0.5168,0.2924,0.4999,0.3596,0.064,0.0222,0.0187,0.0085,5.7293,11866,66,7,1,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA
NT,PC,25,PC_NT25,Davide,1733337795,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-140,Smooth Off Area Off LWRatio Off,Off,0.006,2192.8059,0,61.8009,0,194.1532,0,0.2818,0,365467.6523,0,1.368,0,0,19617,11514,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,2191.7631,2044.5229,106.1119,13.7316,1.4739,3.6981,1.2091,2.1292,2.3657,1.8936,14.6271,173.6405,104.7809,21.9259,4.9706,0.7901,2.719,1.0191,2.1645,2.831,2.487,29.9523,55.2715,33.3528,6.9792,1.5822,0.2515,0.8655,0.3244,0.689,0.9011,0.7916,9.5341,7.1402,0.5999,0.3745,0.1447,0.034,0.1595,0.0686,0.1753,0.27,0.26,5.0537,19476,129,7,2,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA
T,PC,1,PC_T1,Davide,16/04/2024 10:54:17,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-141,Smooth Off Area Off LWRatio Off,Off,0.006,1590.9758,0,50.2667,0,157.9176,0,0.3159,0,265162.6345,0,1.247,0,0,4124,7863,1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1590.445,1447.1622,98.9419,18.1435,7.8767,3.0008,2.3077,1.5602,1.6855,1.4065,8.3601,143.0412,86.8021,19.9386,6.9527,4.192,2.1298,1.9355,1.5873,1.965,1.9035,15.6346,45.5314,27.63,6.3466,2.2131,1.3344,0.6779,0.6161,0.5052,0.6255,0.6059,4.9766,4.437,0.5491,0.331,0.2151,0.1784,0.1208,0.1295,0.1289,0.1824,0.2051,2.3967,4068,41,6,4,1,1,1,0,0,2,NA,NA,NA,NA,NA,NA
T,PC,2,PC_T2,Davide,16/04/2024 11:09:02,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,1607.9981,0,42.4962,0,133.5057,0,0.2643,0,267999.6868,0,0.882,0,0,9274,8635,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1607.571,1521.1231,53.4415,6.524,6.2163,2.2494,2.7804,2.8447,2.9135,0.1755,9.3026,117.8426,75.1257,10.8316,2.6054,3.4484,1.6126,2.4099,2.9097,3.381,0.2331,15.285,37.5105,23.9132,3.4478,0.8293,1.0977,0.5133,0.7671,0.9262,1.0762,0.0742,4.8654,3.6795,0.4163,0.1808,0.0839,0.1532,0.0925,0.1666,0.2374,0.3126,0.0247,2.0116,9230,40,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA
T,PC,3,PC_T3,Davide,16/04/2024 11:23:04,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-139,Smooth Off Area Off LWRatio Off,Off,0.006,1684.8336,0,57.8557,0,181.759,0,0.3434,0,280805.5973,0,1.56,0,0,9521,8297,1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1684.4174,1509.5656,93.1844,38.923,14.1002,5.6029,1.8415,0.2682,1.3048,2.3861,17.2405,165.9443,76.6696,21.007,14.6819,7.8467,3.8297,1.5875,0.2719,1.5509,3.1478,35.3511,52.8217,24.4047,6.6867,4.6734,2.4977,1.219,0.5053,0.0866,0.49370000000000003,1.002,11.2526,8.4514,0.43120000000000003,0.3951,0.4467,0.3495,0.2089,0.1092,0.022,0.1469,0.3306,6.0114,9458,42,13,4,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA
T,PC,4,PC_T4,Davide,16/04/2024 11:31:29,ScannerOrCamera,EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952,1084.6074,27.8928,38.8848,0 0 6592 9190  0,MAG ANG DIAM LEN,Grey Intr cm 0.004231 0.004231,GreyThdAutom-143,Smooth Off Area Off LWRatio Off,Off,0.006,1151.234,0,35.5306,0,111.6226,0,0.3086,0,191872.336,0,0.861,0,0,6417,5445,860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,1151.0115,1047.5173,75.391,6.6695,1.6071,0.5619,2.7347,2.769,2.6413,2.2101,8.9095,99.5392,53.996,15.7474,2.4963,0.828,0.4005,2.3905,2.7451,3.1765,2.997,14.762,31.6843,17.1875,5.0126,0.7946,0.2636,0.1275,0.7609,0.8738,1.0111,0.954,4.6989,3.7031,0.3061,0.2705,0.0756,0.0342,0.0228,0.1666,0.2169,0.3043,0.3241,1.9819,6383,31,2,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
